timestamp,bot_id,event_type,value
2026-04-09T19:50:56.522002,2,proximity,1
2026-04-09T19:50:57.009848,1,collision,-5
2026-04-09T19:50:57.010009,1,energy_delta,-5
2026-04-09T19:50:57.010065,1,proximity,1
2026-04-09T19:50:57.028094,2,collision,-5
2026-04-09T19:50:57.028152,2,energy_delta,-5
2026-04-09T19:50:57.028169,2,proximity,1
2026-04-09T19:50:57.511983,1,collision,-5
2026-04-09T19:50:57.512124,1,energy_delta,-5
2026-04-09T19:50:57.512165,1,proximity,1
2026-04-09T19:50:57.530276,2,collision,-5
2026-04-09T19:50:57.530390,2,energy_delta,-5
2026-04-09T19:50:57.530440,2,proximity,2
2026-04-09T19:50:58.021823,1,collision,-5
2026-04-09T19:50:58.022024,1,energy_delta,-5
2026-04-09T19:50:58.022072,1,proximity,1
2026-04-09T19:50:58.042362,2,collision,-5
2026-04-09T19:50:58.042448,2,energy_delta,-5
2026-04-09T19:50:58.042484,2,proximity,1
2026-04-09T19:50:58.536856,1,collision,-5
2026-04-09T19:50:58.537030,1,energy_delta,-5
2026-04-09T19:50:58.537080,1,proximity,1
2026-04-09T19:50:58.558182,2,collision,-5
2026-04-09T19:50:58.558307,2,energy_delta,-5
2026-04-09T19:50:58.558356,2,proximity,1
2026-04-09T19:50:59.048678,1,collision,-5
2026-04-09T19:50:59.048855,1,energy_delta,-5
2026-04-09T19:50:59.048916,1,proximity,1
2026-04-09T19:50:59.070193,2,collision,-5
2026-04-09T19:50:59.070257,2,energy_delta,-5
2026-04-09T19:50:59.070274,2,proximity,2
2026-04-09T19:50:59.560743,1,collision,-5
2026-04-09T19:50:59.560879,1,energy_delta,-5
2026-04-09T19:50:59.560915,1,proximity,2
2026-04-09T19:50:59.579109,2,collision,-5
2026-04-09T19:50:59.579194,2,energy_delta,-5
2026-04-09T19:50:59.579232,2,proximity,2
2026-04-09T19:51:00.062610,1,collision,-5
2026-04-09T19:51:00.062768,1,energy_delta,-5
2026-04-09T19:51:00.081637,2,collision,-5
2026-04-09T19:51:00.081764,2,energy_delta,-5
2026-04-09T19:51:00.081813,2,proximity,2
2026-04-09T19:51:00.564773,1,collision,-5
2026-04-09T19:51:00.564966,1,energy_delta,-5
2026-04-09T19:51:00.583918,2,collision,-5
2026-04-09T19:51:00.583981,2,energy_delta,-5
2026-04-09T19:51:01.070187,1,collision,-5
2026-04-09T19:51:01.070390,1,energy_delta,-5
2026-04-09T19:51:01.087984,2,collision,-5
2026-04-09T19:51:01.088044,2,energy_delta,-5
2026-04-09T19:51:01.571146,1,collision,-5
2026-04-09T19:51:01.571278,1,energy_delta,-5
2026-04-09T19:51:01.589203,2,collision,-5
2026-04-09T19:51:01.589323,2,energy_delta,-5
2026-04-09T19:51:02.078338,1,collision,-5
2026-04-09T19:51:02.078492,1,energy_delta,-5
2026-04-09T19:51:02.097449,2,collision,-5
2026-04-09T19:51:02.097587,2,energy_delta,-5
2026-04-09T19:51:02.097639,2,proximity,2
2026-04-09T19:51:02.583350,1,collision,-5
2026-04-09T19:51:02.583531,1,energy_delta,-5
2026-04-09T19:51:02.602585,2,collision,-5
2026-04-09T19:51:02.602701,2,energy_delta,-5
2026-04-09T19:51:03.086802,1,collision,-5
2026-04-09T19:51:03.086954,1,energy_delta,-5
2026-04-09T19:51:03.105096,2,collision,-5
2026-04-09T19:51:03.105190,2,energy_delta,-5
2026-04-09T19:51:03.105226,2,proximity,2
2026-04-09T19:51:03.593213,1,collision,-5
2026-04-09T19:51:03.593384,1,energy_delta,-5
2026-04-09T19:51:03.611332,2,collision,-5
2026-04-09T19:51:03.611450,2,energy_delta,-5
2026-04-09T19:51:04.097698,1,collision,-5
2026-04-09T19:51:04.097869,1,energy_delta,-5
2026-04-09T19:51:04.116266,2,collision,-5
2026-04-09T19:51:04.116359,2,energy_delta,-5
2026-04-09T19:51:04.606397,1,collision,-5
2026-04-09T19:51:04.606570,1,energy_delta,-5
2026-04-09T19:51:04.624922,2,collision,-5
2026-04-09T19:51:04.625036,2,energy_delta,-5
2026-04-09T19:51:05.111063,1,collision,-5
2026-04-09T19:51:05.111221,1,energy_delta,-5
2026-04-09T19:51:05.130992,2,collision,-5
2026-04-09T19:51:05.131116,2,energy_delta,-5
2026-04-09T19:51:05.617107,1,collision,-5
2026-04-09T19:51:05.617277,1,energy_delta,-5
2026-04-09T19:51:05.635587,2,collision,-5
2026-04-09T19:51:05.635645,2,energy_delta,-5
2026-04-09T19:51:06.117505,1,collision,-5
2026-04-09T19:51:06.117592,1,energy_delta,-5
2026-04-09T19:51:06.135676,2,collision,-5
2026-04-09T19:51:06.135746,2,energy_delta,-5
2026-04-09T19:51:06.135763,2,proximity,2
2026-04-09T19:51:06.627807,1,collision,-5
2026-04-09T19:51:06.627976,1,energy_delta,-5
2026-04-09T19:51:06.628026,1,proximity,2
2026-04-09T19:51:06.645784,2,collision,-5
2026-04-09T19:51:06.645840,2,energy_delta,-5
2026-04-09T19:51:07.136333,1,collision,-5
2026-04-09T19:51:07.136470,1,energy_delta,-5
2026-04-09T19:51:07.136487,1,proximity,2
2026-04-09T19:51:07.156880,2,collision,-5
2026-04-09T19:51:07.156944,2,energy_delta,-5
2026-04-09T19:51:07.156962,2,proximity,2
2026-04-09T19:51:07.642115,1,collision,-5
2026-04-09T19:51:07.642286,1,energy_delta,-5
2026-04-09T19:51:07.642336,1,proximity,2
2026-04-09T19:51:07.660693,2,collision,-5
2026-04-09T19:51:07.660759,2,energy_delta,-5
2026-04-09T19:51:07.660776,2,proximity,2
2026-04-09T19:51:08.145830,1,collision,-5
2026-04-09T19:51:08.146031,1,energy_delta,-5
2026-04-09T19:51:08.164303,2,collision,-5
2026-04-09T19:51:08.164357,2,energy_delta,-5
2026-04-09T19:51:08.650239,1,collision,-5
2026-04-09T19:51:08.650418,1,energy_delta,-5
2026-04-09T19:51:08.668773,2,collision,-5
2026-04-09T19:51:08.668916,2,energy_delta,-5
2026-04-09T19:51:09.153067,1,collision,-5
2026-04-09T19:51:09.153174,1,energy_delta,-5
2026-04-09T19:51:09.171533,2,collision,-5
2026-04-09T19:51:09.171630,2,energy_delta,-5
2026-04-09T19:51:09.656750,1,collision,-5
2026-04-09T19:51:09.656890,1,energy_delta,-5
2026-04-09T19:51:09.674845,2,collision,-5
2026-04-09T19:51:09.674974,2,energy_delta,-5
2026-04-09T19:51:10.169133,1,collision,-5
2026-04-09T19:51:10.169295,1,energy_delta,-5
2026-04-09T19:51:10.187712,2,collision,-5
2026-04-09T19:51:10.187810,2,energy_delta,-5
2026-04-09T19:51:10.679759,1,collision,-5
2026-04-09T19:51:10.679932,1,energy_delta,-5
2026-04-09T19:51:10.698380,2,collision,-5
2026-04-09T19:51:10.698481,2,energy_delta,-5
2026-04-09T19:51:11.189579,1,collision,-5
2026-04-09T19:51:11.189772,1,energy_delta,-5
2026-04-09T19:51:11.208178,2,collision,-5
2026-04-09T19:51:11.208304,2,energy_delta,-5
2026-04-09T19:51:11.701985,1,collision,-5
2026-04-09T19:51:11.702161,1,energy_delta,-5
2026-04-09T19:51:11.720153,2,collision,-5
2026-04-09T19:51:11.720217,2,energy_delta,-5
2026-04-09T19:51:12.208038,1,collision,-5
2026-04-09T19:51:12.208159,1,energy_delta,-5
2026-04-09T19:51:12.226237,2,collision,-5
2026-04-09T19:51:12.226335,2,energy_delta,-5
2026-04-09T19:51:12.728343,2,collision,-5
2026-04-09T19:51:12.728405,2,energy_delta,-5
2026-04-09T19:51:13.234911,2,collision,-5
2026-04-09T19:51:13.234983,2,energy_delta,-5
2026-04-09T19:51:13.750909,2,collision,-5
2026-04-09T19:51:13.751041,2,energy_delta,-5
2026-04-09T19:51:14.260774,2,collision,-5
2026-04-09T19:51:14.260846,2,energy_delta,-5
2026-04-09T19:51:14.769765,2,collision,-5
2026-04-09T19:51:14.769862,2,energy_delta,-5
2026-04-09T19:51:15.273876,2,collision,-5
2026-04-09T19:51:15.274004,2,energy_delta,-5
2026-04-09T19:51:15.778181,2,collision,-5
2026-04-09T19:51:15.778390,2,energy_delta,-5
2026-04-09T19:51:16.283120,2,collision,-5
2026-04-09T19:51:16.283221,2,energy_delta,-5
2026-04-09T19:51:16.766041,1,proximity,2
2026-04-09T19:51:16.784746,2,collision,-5
2026-04-09T19:51:16.784857,2,energy_delta,-5
2026-04-09T19:51:17.290190,2,collision,-5
2026-04-09T19:51:17.290264,2,energy_delta,-5
2026-04-09T19:51:31.565049,1,proximity,2
2026-04-09T19:51:36.680679,2,proximity,2
2026-04-09T19:51:37.597782,2,proximity,1
2026-04-09T19:51:38.819256,2,proximity,1
2026-04-09T19:51:42.963405,2,proximity,1
2026-04-09T19:51:43.567083,2,proximity,2
2026-04-09T19:51:45.468300,2,proximity,2
2026-04-09T19:51:46.170615,2,proximity,2
2026-04-09T19:53:46.514764,2,proximity,2
2026-04-09T19:53:50.078280,2,proximity,2
2026-04-09T19:53:52.616506,1,proximity,2
2026-04-09T19:53:57.306609,1,proximity,2
2026-04-09T19:53:57.849542,1,proximity,2
2026-04-09T19:53:59.271185,1,proximity,2
2026-04-09T19:54:00.203842,1,proximity,2
2026-04-09T19:58:57.642501,1,proximity,1
2026-04-09T19:58:59.120512,1,proximity,2
2026-04-09T19:59:00.265042,1,proximity,2
2026-04-09T19:59:00.806657,1,proximity,1
2026-04-09T19:59:01.831491,1,proximity,1
2026-04-09T19:59:05.506725,2,proximity,1
2026-04-09T19:59:07.830168,2,proximity,1
2026-04-09T19:59:08.427032,2,proximity,1
2026-04-09T19:59:08.889468,2,proximity,2
2026-04-09T19:59:10.413033,2,proximity,2
2026-04-09T19:59:10.989769,2,proximity,2
2026-04-09T19:59:55.386669,2,proximity,2
2026-04-09T19:59:55.870291,1,proximity,2
2026-04-09T19:59:55.894718,2,proximity,2
2026-04-09T19:59:56.372098,1,proximity,1
2026-04-09T19:59:56.392200,2,proximity,1
2026-04-09T19:59:56.880192,1,proximity,2
2026-04-09T19:59:56.898575,2,proximity,2
2026-04-09T19:59:57.388855,1,proximity,2
2026-04-09T19:59:57.407704,2,proximity,1
2026-04-09T19:59:57.892155,1,proximity,2
2026-04-09T19:59:57.910946,2,proximity,1
2026-04-09T19:59:58.400649,1,proximity,2
2026-04-09T19:59:58.420743,2,proximity,2
2026-04-09T19:59:58.907215,1,proximity,2
2026-04-09T19:59:58.925736,2,proximity,2
2026-04-09T19:59:59.411655,1,proximity,1
2026-04-09T19:59:59.429897,2,proximity,1
2026-04-09T19:59:59.913918,1,proximity,1
2026-04-09T19:59:59.932300,2,proximity,2
2026-04-09T20:00:00.947102,2,proximity,2
2026-04-09T20:00:02.990581,2,proximity,2
2026-04-09T20:00:03.500469,2,proximity,2
2026-04-09T20:00:03.988569,1,proximity,2
2026-04-09T20:00:04.007325,2,proximity,2
2026-04-09T20:00:05.020142,2,proximity,2
2026-04-09T20:00:05.514934,1,proximity,1
2026-04-09T20:00:05.532904,2,proximity,2
2026-04-09T20:00:06.019587,1,proximity,2
2026-04-09T20:00:06.031660,2,proximity,2
2026-04-09T20:00:07.573691,2,proximity,2
2026-04-09T20:00:15.184542,1,proximity,2
2026-04-09T20:00:15.685878,1,proximity,2
2026-04-09T20:00:15.703990,2,proximity,2
2026-04-09T20:00:16.189494,1,proximity,2
2026-04-09T20:00:16.207743,2,proximity,2
2026-04-09T20:00:16.695068,1,proximity,2
2026-04-09T20:00:16.706028,2,proximity,1
2026-04-09T20:00:17.194980,1,proximity,1
2026-04-09T20:00:17.212718,2,proximity,1
2026-04-09T20:00:17.700331,1,proximity,1
2026-04-09T20:00:17.718631,2,proximity,1
2026-04-09T20:00:18.210237,1,proximity,1
2026-04-09T20:00:18.228200,2,proximity,1
2026-04-09T20:00:18.718659,1,proximity,2
2026-04-09T20:00:18.736640,2,proximity,2
2026-04-09T20:00:19.221482,1,proximity,2
2026-04-09T20:00:19.239388,2,proximity,2
2026-04-09T20:00:38.680560,1,proximity,2
